resistive Lecture = 612	percent = 52	reference Lecture = 321	percent = 88
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 308	percent = 93
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 619	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 308	percent = 93
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 620	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 621	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 309	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 312	percent = 91
resistive Lecture = 623	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 622	percent = 51	reference Lecture = 312	percent = 91
resistive Lecture = 627	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 309	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 312	percent = 91
resistive Lecture = 623	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 622	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 623	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 310	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 624	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 624	percent = 51	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 625	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 625	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 313	percent = 91
resistive Lecture = 626	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 626	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 633	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 627	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 633	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 629	percent = 50	reference Lecture = 310	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 633	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 628	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 631	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 313	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 314	percent = 91
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 636	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 629	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 630	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 630	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 630	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 311	percent = 92
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 630	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 630	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 633	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 631	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 632	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 314	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 632	percent = 50	reference Lecture = 313	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 311	percent = 92
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 633	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 634	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 635	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 312	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 315	percent = 90
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 636	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 315	percent = 90
